aX,aY,aZ,gX,gY,gZ,ss
0.266,0.066,-1.166,0.793,1.648,1.221,82.76
0.209,0.001,-0.818,0.366,2.869,0.977,82.76
0.155,-0.051,-0.880,-0.488,1.343,0.732,82.76
0.173,-0.081,-0.939,-0.122,0.732,1.038,82.76
0.212,0.008,-0.988,1.282,0.000,1.465,82.76
0.294,0.096,-1.091,1.221,-0.122,1.343,82.76
0.384,0.046,-1.047,0.977,1.160,1.160,82.76
0.389,-0.013,-0.918,0.427,2.380,1.038,82.76
0.374,-0.059,-0.893,-0.061,2.686,0.977,82.76
0.321,-0.028,-0.928,0.488,1.465,1.160,82.76
0.322,0.019,-1.030,0.977,-0.122,1.099,82.76
0.386,-0.023,-1.021,0.793,-0.488,0.916,82.76
0.470,0.011,-0.964,0.427,0.916,1.221,82.76
0.426,0.031,-0.832,0.671,2.563,1.587,82.76
0.283,0.046,-0.967,0.977,2.625,1.709,82.76
0.271,0.110,-1.009,1.160,1.587,1.404,82.76
0.260,0.124,-1.060,0.488,0.549,1.221,82.76
0.363,0.027,-1.080,-0.488,-0.183,1.221,82.76
0.318,-0.022,-1.087,-0.671,0.916,1.221,82.76
0.279,-0.010,-0.948,0.000,2.563,1.099,82.76
0.286,0.013,-0.923,1.282,2.075,1.282,82.76
0.347,-0.019,-0.971,-0.061,1.343,0.854,82.76
0.315,-0.018,-0.888,-0.305,2.258,1.099,82.76
0.260,-0.049,-0.725,0.671,1.038,1.343,82.76
0.287,-0.005,-0.976,1.160,-0.244,1.343,82.76
0.341,0.060,-1.118,-0.061,-0.549,1.282,82.76
0.319,0.033,-1.030,0.305,0.549,1.099,82.76
0.312,-0.057,-0.872,-0.061,1.282,1.099,82.76
0.246,-0.016,-0.839,0.427,1.282,1.221,82.76
0.224,0.083,-0.998,1.099,0.793,1.465,82.76
0.243,0.052,-1.125,1.099,-0.305,1.099,82.76
0.262,-0.033,-1.015,0.000,-0.183,0.732,82.76
0.290,-0.025,-1.006,0.061,0.122,0.977,82.76
0.266,0.057,-0.947,0.549,1.038,1.404,82.76
0.341,0.081,-1.055,1.160,0.793,1.404,82.76
0.363,0.118,-1.071,0.916,1.221,0.854,82.76
0.296,0.052,-0.940,0.305,1.099,1.038,82.76
0.297,-0.020,-0.918,-1.038,-0.061,0.854,82.76
0.301,-0.127,-0.948,-0.916,-0.854,0.977,82.85
0.308,-0.128,-1.073,0.122,-0.732,1.160,82.85
0.347,-0.012,-1.132,1.648,-0.488,1.526,82.85
0.413,0.088,-1.118,1.282,-0.305,1.221,82.85
0.344,0.052,-1.043,0.610,1.953,1.160,82.85
0.251,0.032,-0.868,0.122,2.563,1.404,82.85
0.241,0.058,-0.782,0.854,0.244,1.282,82.85
0.331,0.069,-0.962,0.000,-0.549,0.854,82.85
0.378,-0.003,-0.841,-0.305,0.671,0.977,82.85
0.359,-0.091,-0.727,-0.671,1.099,1.221,82.85
0.346,-0.044,-1.011,0.366,0.732,1.526,82.85
0.360,0.098,-1.058,1.892,0.671,1.892,82.85
0.387,0.155,-1.145,1.587,-0.061,1.526,82.85
0.393,0.086,-1.109,0.122,-0.488,0.793,82.85
0.339,-0.072,-1.009,-0.549,0.549,1.038,82.85
0.280,-0.078,-0.858,0.183,1.892,1.160,82.85
0.281,-0.011,-0.926,0.610,1.099,1.038,82.85

0.254,-0.000,-1.127,1.587,-0.610,0.732,78.66
0.299,-0.008,-0.936,1.343,0.549,0.793,78.66
0.224,0.028,-0.842,0.854,1.221,0.916,78.66
0.208,0.039,-1.010,0.977,0.122,0.854,78.66
0.240,-0.000,-1.070,0.732,0.366,0.732,78.66
0.221,-0.003,-0.884,0.732,1.404,0.916,78.66
0.239,0.041,-0.881,1.343,0.488,1.038,78.66
0.313,-0.026,-1.009,0.427,0.000,0.732,78.66
0.283,-0.075,-1.048,0.061,-0.488,0.732,78.66
0.320,0.004,-1.148,1.282,0.122,1.343,78.66
0.319,0.073,-1.140,1.526,0.610,0.977,78.66
0.241,-0.017,-0.871,0.610,1.831,0.366,78.66
0.167,-0.088,-0.868,0.549,-0.244,1.038,78.66
0.236,0.001,-1.013,1.099,-0.549,1.099,78.66
0.256,0.039,-0.986,1.526,0.916,1.160,78.66
0.183,0.021,-0.978,0.977,0.549,0.977,78.66
0.245,0.007,-1.011,0.671,0.244,1.282,78.66
0.303,-0.009,-0.953,0.916,1.221,1.526,78.66
0.211,0.021,-0.878,1.282,1.770,1.282,78.66
0.196,0.069,-0.937,1.221,0.061,1.221,78.66
0.259,-0.001,-1.058,-0.061,-0.244,1.038,78.66
0.286,-0.052,-0.746,0.244,1.526,0.854,78.66
0.211,-0.018,-0.781,1.282,1.221,1.099,78.66
0.263,0.023,-0.960,1.221,-0.427,1.099,78.66
0.337,-0.016,-1.164,1.099,-1.160,1.038,78.66
0.264,0.013,-1.045,1.160,1.587,1.099,78.66
0.167,-0.016,-0.881,1.648,1.160,0.977,78.66
0.155,-0.070,-0.877,1.038,-1.160,0.916,78.66
0.218,-0.078,-1.116,0.000,-0.732,0.671,78.66
0.217,-0.084,-1.095,0.916,0.732,0.916,78.66
0.199,-0.028,-0.824,1.648,2.380,0.977,78.66
0.200,0.030,-0.725,1.282,1.160,0.977,78.66
0.246,0.034,-0.946,1.343,-0.610,1.282,78.66
0.324,0.049,-0.966,1.221,-0.305,1.343,78.81
0.282,0.043,-0.913,0.854,0.427,0.977,78.81
0.220,-0.011,-0.906,0.488,-0.122,0.854,78.81
0.218,-0.059,-0.964,0.305,-0.977,0.732,78.81
0.251,-0.073,-0.994,0.183,-0.854,0.793,78.81
0.277,-0.010,-1.039,1.587,-0.244,1.343,78.81
0.283,0.026,-0.953,1.831,1.709,1.038,78.81
0.190,0.019,-0.848,0.977,1.648,0.671,78.81
0.213,-0.030,-0.810,0.916,0.488,1.038,78.81
0.263,-0.037,-0.959,0.854,-0.183,0.427,78.81
0.235,-0.049,-0.976,1.343,-0.488,1.038,78.81
0.247,-0.000,-1.082,1.160,-0.854,0.977,78.81
0.280,0.023,-1.042,0.732,-0.061,1.038,78.81
0.213,-0.039,-0.751,0.977,2.014,0.916,78.81
0.176,-0.025,-0.822,1.587,0.793,0.977,78.81
0.214,-0.009,-0.897,1.160,-1.160,1.282,78.81
0.291,-0.086,-0.985,0.488,-0.488,0.732,78.81
0.202,-0.125,-0.808,1.160,0.916,1.038,78.81
0.162,-0.074,-0.747,1.892,0.366,1.343,78.81
0.174,-0.034,-0.910,1.892,-1.282,1.221,78.81
0.245,-0.068,-1.098,1.709,-1.282,1.099,78.81
0.271,-0.039,-1.064,1.892,-0.427,1.221,78.81
0.245,-0.021,-0.844,2.197,1.160,0.916,78.81
0.260,0.008,-0.809,2.319,0.610,1.038,78.81
0.245,-0.012,-1.103,1.526,-1.221,1.038,78.81
0.291,0.006,-1.150,2.075,-1.587,1.221,78.81
0.301,0.023,-1.068,1.770,-0.488,1.038,78.81
0.259,0.033,-0.884,1.404,-0.183,0.610,78.81
0.305,0.012,-1.012,1.404,-0.671,0.732,78.81
0.312,0.020,-0.955,1.404,0.244,1.099,78.81
0.279,0.076,-0.879,1.526,0.549,1.221,78.81
0.264,0.042,-0.988,1.221,-0.305,0.854,78.81
0.215,-0.016,-1.026,0.183,-0.549,0.549,78.81
0.225,-0.021,-1.006,1.038,-0.732,0.977,78.81
0.327,0.022,-1.147,1.404,-1.160,1.099,78.81
0.380,-0.016,-1.115,0.549,0.183,0.732,78.81
0.258,-0.057,-1.007,0.671,1.831,1.038,78.81
0.230,-0.002,-0.918,1.587,1.709,1.099,78.81
0.301,0.053,-0.923,1.648,0.366,1.099,78.81
0.298,0.038,-0.927,0.549,-0.122,0.793,78.81
0.306,-0.018,-1.064,1.038,-0.671,1.160,78.81
0.364,0.015,-1.012,1.099,0.854,1.343,78.81
0.297,0.080,-0.987,1.465,2.502,1.221,78.81
0.240,0.115,-0.888,1.526,0.610,1.038,78.81
0.350,0.006,-1.226,-0.549,-0.916,0.732,78.81
0.340,-0.090,-1.074,-0.549,1.587,0.916,78.81
0.312,0.001,-1.007,1.282,2.441,1.160,78.81
0.340,0.070,-1.012,1.343,1.587,1.099,78.81
0.331,-0.037,-1.035,0.244,1.343,0.977,78.81
0.324,-0.074,-1.018,0.488,2.075,1.160,78.81
0.296,-0.067,-1.033,1.038,2.197,0.732,78.81
0.259,0.024,-0.953,0.793,1.343,0.916,78.81
0.279,0.063,-1.102,0.244,0.977,0.549,78.81
0.299,-0.018,-1.140,0.671,1.892,0.793,78.81
0.302,-0.072,-1.038,0.366,2.869,0.854,78.81
0.362,0.010,-1.024,1.038,2.747,0.854,78.81
0.347,0.014,-1.167,0.854,2.014,0.916,78.81
0.311,-0.051,-1.011,0.366,3.479,0.977,78.81
0.292,-0.027,-0.794,0.854,4.395,1.038,78.81
0.239,-0.021,-0.864,0.977,2.075,0.793,78.81
0.264,-0.010,-1.047,0.793,1.160,0.610,78.81
0.292,0.034,-1.064,0.854,2.625,0.977,78.81
0.267,0.075,-0.854,1.404,4.089,1.038,78.79
0.208,-0.015,-0.807,0.854,3.967,0.854,78.79
0.203,-0.079,-0.965,-0.061,2.380,0.732,78.79
0.259,-0.051,-1.171,0.671,1.587,1.160,78.79
0.272,0.025,-1.056,1.038,2.869,0.916,78.79
0.274,0.012,-0.990,0.977,3.967,1.038,78.79
0.182,-0.026,-0.819,0.916,3.235,0.793,78.79
0.179,-0.024,-0.943,0.244,1.709,0.732,78.79
0.270,0.035,-1.168,0.183,1.099,1.099,78.79
0.242,0.065,-1.031,0.732,3.784,1.038,78.79
0.140,0.052,-0.779,0.610,4.395,0.793,78.79
0.216,-0.023,-0.807,-0.244,2.075,0.732,78.79
0.348,-0.032,-1.085,-0.427,1.648,0.610,78.79
0.288,0.051,-0.977,0.488,2.808,0.427,78.79
0.263,0.061,-1.102,0.488,1.160,0.549,78.79
0.343,-0.026,-1.155,-0.427,1.221,0.366,78.79
0.275,-0.015,-0.810,-0.061,3.052,0.610,78.79
0.220,0.071,-1.051,0.610,1.648,0.916,78.79
0.350,0.077,-1.279,-0.305,0.366,0.610,78.79
0.272,0.036,-1.079,-1.038,3.113,0.244,78.79
0.197,0.010,-0.895,-0.427,2.808,0.488,78.79
0.194,0.036,-0.970,0.305,0.549,0.488,78.79
0.356,0.095,-1.356,-0.671,-0.916,0.488,78.79
0.395,0.111,-1.424,-0.488,1.465,0.305,78.79
0.404,0.090,-1.167,-1.282,3.723,0.427,78.79
0.263,0.127,-0.790,-0.916,4.333,0.427,78.79
0.253,0.059,-0.920,-1.404,2.380,0.061,78.79
0.240,0.010,-0.984,-2.441,0.610,0.000,78.79
0.307,0.085,-1.242,-2.075,-0.549,0.183,78.79
0.360,0.116,-1.399,-1.465,0.854,0.366,78.79
0.319,0.039,-1.148,-2.075,4.089,-0.305,78.79
0.229,0.009,-0.732,-2.380,4.761,0.183,78.79
0.227,0.042,-0.921,-1.587,2.686,-0.244,78.79
0.251,0.026,-1.091,-2.563,1.709,-0.122,78.79
0.215,-0.026,-0.918,-2.686,2.502,-0.549,78.79
0.116,-0.024,-0.747,-2.441,1.770,-0.671,78.79
0.108,-0.006,-0.845,-2.441,0.366,-0.244,78.79
0.090,0.007,-0.988,-2.075,0.061,0.000,78.79
0.171,0.097,-1.211,-1.648,-0.061,0.305,78.79
0.255,0.102,-1.140,-2.563,1.282,-0.183,78.79
0.252,-0.034,-1.037,-3.418,2.930,-0.366,78.79
0.265,-0.072,-0.759,-3.296,3.418,-0.244,78.79
0.261,0.007,-0.701,-2.441,0.671,0.000,78.79
0.418,0.058,-1.076,-3.296,-0.305,0.122,78.79
0.467,0.020,-1.095,-2.380,1.343,0.000,78.79
0.384,-0.059,-0.860,-2.502,3.296,0.366,78.79
0.226,-0.110,-0.620,-2.014,2.930,0.610,78.79
0.220,-0.140,-1.079,-1.709,-0.610,0.244,78.79
0.396,-0.119,-1.486,-1.526,-1.892,0.488,78.79
0.406,-0.062,-1.365,-1.038,0.977,0.305,78.79
0.308,-0.037,-1.080,-0.549,3.967,0.244,78.79
0.232,-0.096,-0.979,-0.977,4.517,-0.183,78.79
0.155,-0.184,-0.857,-1.404,3.601,-0.244,78.79
0.153,-0.109,-0.862,-0.977,2.380,0.305,78.79
0.265,0.040,-1.035,-0.549,1.221,0.549,78.79
0.317,0.121,-1.013,-0.793,2.991,0.244,78.79
0.181,0.089,-0.724,-0.610,4.089,0.549,78.79
0.025,0.034,-0.570,-0.427,2.502,0.610,78.79
0.085,-0.086,-0.944,-1.587,-1.160,0.061,78.79
0.217,-0.075,-1.245,-1.892,-1.831,0.122,78.79
0.312,-0.037,-1.276,-1.648,0.244,0.427,78.79
0.264,0.033,-0.997,15.259,3.601,0.854,78.79
0.282,0.064,-0.898,0.305,4.150,0.977,78.79
0.245,0.042,-0.727,0.488,2.747,0.916,79.06
0.225,0.006,-0.945,-0.854,-0.610,0.305,79.06
0.308,-0.082,-1.195,-1.343,-1.709,0.305,79.06
0.345,-0.117,-1.050,-1.709,-0.793,0.122,79.06
0.307,-0.096,-0.810,-1.892,0.549,0.305,79.06
0.140,-0.056,-1.050,-0.488,-1.160,0.854,79.06
0.177,0.053,-1.285,0.000,-1.831,0.854,79.06
0.112,0.123,-1.240,0.549,0.000,0.793,79.06
0.066,-0.027,-1.087,-0.427,0.916,0.366,79.06
0.013,-0.076,-0.898,-0.793,-0.793,0.183,79.06
0.145,-0.063,-0.974,-0.916,-1.709,0.244,79.06
0.185,-0.033,-1.157,-1.099,-1.709,0.244,79.06
0.215,0.060,-1.169,0.183,-1.038,0.488,79.06
0.345,0.106,-1.105,0.793,0.793,0.610,79.06
0.335,0.014,-0.687,-0.549,2.991,0.305,79.06
0.288,-0.044,-0.420,-1.282,2.380,0.427,79.06
0.332,-0.078,-0.639,-1.282,-0.122,0.671,79.06
0.394,-0.115,-0.774,-0.732,-1.587,0.854,79.06
0.424,-0.066,-0.838,-0.793,-1.892,0.671,79.06
0.427,0.031,-1.066,-0.244,-2.136,0.549,79.06
0.422,-0.001,-1.182,0.183,-0.793,0.488,79.06
0.302,-0.029,-0.870,-0.305,1.465,0.122,79.06
0.168,-0.001,-0.714,-0.183,1.892,0.183,79.06
0.142,0.016,-0.868,-0.061,-0.122,0.488,79.06
0.114,-0.023,-1.023,-0.549,-1.099,0.183,79.06
0.043,-0.002,-0.961,-0.488,-0.793,0.610,79.06
0.066,-0.079,-0.917,-0.061,-1.465,0.549,79.06
0.164,-0.183,-1.019,-0.732,-0.854,0.488,79.06
0.167,-0.120,-0.949,-0.427,0.000,0.854,79.06
0.212,-0.014,-0.880,1.038,0.488,0.977,79.06
0.277,0.048,-0.992,1.404,0.671,1.038,79.06
0.270,-0.007,-0.830,0.610,0.427,0.793,79.06
0.227,-0.034,-0.913,-0.122,-1.709,0.732,79.06
0.300,-0.049,-1.051,-0.305,-2.075,0.549,79.06
0.348,-0.086,-1.113,-0.671,-1.831,0.916,79.06
0.293,-0.140,-0.963,-0.244,-0.671,0.671,79.06
0.225,-0.128,-0.907,1.404,-0.305,1.160,79.06
0.315,-0.137,-1.000,1.465,-0.854,1.282,79.06
0.361,-0.121,-1.002,1.953,-0.305,1.282,79.06
0.333,0.019,-1.014,1.648,0.671,1.404,79.06
0.313,0.018,-0.868,1.587,0.793,0.916,79.06
0.307,-0.042,-0.908,0.793,-0.488,1.099,79.06
0.333,-0.094,-0.997,1.526,-1.221,1.160,79.06
0.327,-0.109,-1.121,1.892,-1.648,1.404,79.06
0.354,-0.108,-1.192,1.953,-1.648,1.404,79.06
0.386,-0.095,-1.117,1.526,0.488,1.343,79.06
0.305,-0.095,-0.884,2.319,3.235,1.465,79.06
0.167,-0.081,-0.636,2.869,3.357,1.770,79.06
0.184,-0.010,-0.765,2.747,-0.305,1.587,79.06
0.321,0.023,-1.135,2.197,-1.587,1.282,79.06
0.336,-0.013,-0.965,1.892,0.671,1.221,79.06
0.245,-0.008,-0.764,1.770,2.502,1.343,79.06
0.176,-0.001,-0.761,2.686,1.404,1.770,79.06
0.226,-0.032,-1.028,1.953,-0.244,1.587,79.06
0.249,-0.023,-1.063,1.770,0.183,1.709,79.06
0.322,0.036,-1.101,2.441,0.549,1.831,79.06
0.357,0.042,-0.994,2.258,2.075,1.465,79.06
0.225,-0.028,-0.686,1.770,3.113,1.099,79.06
0.170,-0.063,-0.790,1.526,1.099,1.465,79.06
0.225,-0.007,-1.124,2.014,-15.442,1.465,79.06
0.254,0.028,-1.074,1.953,0.427,1.099,79.06
0.260,0.028,-0.925,1.892,1.831,1.465,79.06
0.229,0.008,-0.964,1.526,1.709,1.343,79.06
0.292,-0.024,-1.014,1.221,0.916,1.465,79.06
0.277,-0.008,-1.082,1.282,1.221,1.831,79.06
0.261,0.046,-1.048,1.648,0.916,1.587,79.09
0.328,0.014,-1.146,0.732,0.610,1.282,79.09
0.364,-0.066,-0.965,0.305,2.869,1.038,79.09
0.222,-0.055,-0.615,1.587,4.395,1.526,79.09
0.166,0.022,-0.703,2.075,1.099,1.892,79.09
0.236,0.023,-1.004,1.831,-0.793,1.526,79.09
0.310,0.028,-1.161,1.038,0.366,1.160,79.09
0.268,0.048,-0.889,1.282,1.953,1.465,79.09
0.266,0.011,-0.948,1.770,1.404,1.587,79.09
0.263,0.002,-0.911,0.549,2.197,1.221,79.09
0.186,-0.003,-0.950,0.488,1.770,1.404,79.09
0.181,-0.086,-0.992,0.610,0.549,1.404,79.09
0.203,-0.064,-0.948,0.916,1.587,1.465,79.09
0.141,0.008,-0.685,1.465,1.282,1.160,79.09
0.135,0.034,-0.896,1.587,-0.732,1.465,79.09

0.178,-0.037,-0.869,-0.122,-0.244,0.183,81.19
0.171,0.019,-0.945,0.427,-0.671,0.427,81.19
0.193,0.108,-1.138,0.916,-1.099,0.854,81.19
0.188,0.127,-1.208,0.183,0.061,0.366,81.19
0.135,0.037,-0.929,-0.427,0.793,0.061,81.19
0.141,-0.064,-0.896,-0.305,-0.671,0.244,81.19
0.202,-0.006,-0.938,-0.061,-1.343,0.427,81.19
0.201,0.004,-1.008,0.305,-1.221,0.549,81.19
0.260,-0.017,-0.988,0.732,-0.671,0.549,81.19
0.266,-0.045,-0.671,0.793,0.122,0.977,81.19
0.255,-0.073,-0.726,15.259,-0.854,1.038,81.19
0.252,-0.070,-0.924,1.038,-1.953,0.854,81.19
0.309,-0.019,-0.971,0.916,-1.892,0.854,81.19
0.308,0.047,-0.980,1.099,-1.343,0.854,81.19
0.292,0.043,-0.899,0.916,-0.671,0.977,81.19
0.242,0.016,-0.801,0.366,-0.427,0.793,81.19
0.219,-0.038,-0.923,-0.244,-1.099,0.549,81.19
0.219,-0.033,-0.966,0.854,-1.282,0.793,81.19
0.258,0.047,-0.868,1.404,-0.916,0.793,81.19
0.250,-0.011,-0.866,0.854,-1.221,0.549,81.19
0.279,-0.010,-0.913,0.183,-0.916,0.488,81.19
0.277,0.031,-1.035,0.671,-0.122,0.488,81.19
0.226,0.081,-0.800,1.648,0.122,0.854,81.19
0.197,0.086,-0.821,0.732,-0.916,0.122,81.19
0.289,0.037,-0.888,0.244,-1.587,0.732,81.19
0.269,-0.038,-0.782,-0.061,-0.977,0.916,81.19
0.240,0.001,-0.854,0.793,-0.793,0.732,81.19
0.219,0.063,-0.936,1.404,-1.709,0.671,81.19
0.246,0.008,-1.000,0.305,-1.587,0.549,81.19
0.239,0.001,-0.878,0.061,-0.977,0.977,81.19
0.291,0.059,-0.931,0.854,-1.465,1.038,81.19
0.275,0.056,-1.039,-15.198,-0.671,0.732,81.19
0.192,0.025,-0.834,0.610,0.061,0.549,81.19
0.183,-0.006,-0.899,0.549,-1.282,0.916,81.19
0.226,-0.022,-0.878,0.549,-1.892,0.732,81.19
0.211,-0.037,-0.864,0.854,-1.770,0.671,81.19
0.247,-0.013,-0.894,1.160,-1.404,0.854,81.19
0.261,0.027,-0.925,0.610,-0.305,1.038,81.19
0.256,0.028,-0.719,0.916,0.122,0.977,81.19
0.258,0.035,-0.773,0.427,-1.465,1.038,81.19
0.268,0.006,-0.914,0.366,-2.197,0.793,81.19
0.302,-0.005,-1.034,0.305,-1.831,0.854,81.19
0.285,-0.002,-0.975,0.427,-0.488,0.732,81.19
0.273,-0.028,-0.820,0.000,-0.610,1.038,81.19
0.286,-0.026,-0.896,0.244,-1.465,0.671,81.19
0.324,-0.013,-1.045,0.549,-0.854,0.854,81.19
0.301,0.048,-0.816,1.587,0.305,0.916,81.19
0.253,0.072,-0.936,1.343,-0.854,0.793,81.19
0.288,0.016,-0.979,0.854,-1.587,0.488,81.19
0.257,-0.103,-0.880,0.000,0.000,0.793,81.19
0.198,-0.029,-0.797,1.648,-0.244,1.099,81.16
0.208,0.019,-0.966,1.160,-1.343,0.732,81.16
0.248,0.035,-1.026,1.587,-1.160,0.854,81.16
0.287,0.061,-0.920,1.160,-0.427,0.671,81.16
0.291,0.090,-0.919,1.526,-0.244,0.916,81.16
0.306,0.022,-0.993,1.160,-0.122,0.977,81.16
0.191,0.044,-0.817,0.793,0.427,0.916,81.16
0.288,0.112,-0.863,1.343,-0.854,1.282,81.16
0.321,0.099,-0.977,1.404,-0.793,0.977,81.16
0.342,0.040,-0.901,0.061,0.793,0.732,81.16
0.303,0.065,-0.823,0.916,0.000,1.282,81.16
0.342,0.025,-1.052,0.305,-0.916,1.038,81.16
0.301,0.000,-1.045,0.549,-0.366,0.610,81.16
0.287,-0.107,-0.924,0.793,0.244,0.793,81.16
0.282,-0.062,-0.841,1.038,-0.366,1.099,81.16
0.368,0.003,-1.153,0.793,-0.244,1.099,81.16
0.289,0.076,-0.985,1.770,1.587,1.221,81.16
0.260,0.042,-0.863,1.038,1.709,0.854,81.16
0.333,-0.091,-0.975,0.366,-15.625,0.854,81.16
0.336,-0.117,-1.080,0.427,-0.244,0.977,81.16
0.260,-0.079,-1.050,2.136,0.061,1.404,81.16
0.334,-0.036,-1.144,2.258,0.244,1.099,81.16
0.378,-0.025,-1.098,1.648,1.099,1.221,81.16
0.408,-0.051,-1.070,1.404,1.953,1.221,81.16
0.417,-0.049,-1.094,1.831,1.953,1.648,81.16
0.517,0.051,-1.144,2.441,1.404,1.160,81.16
0.537,0.109,-1.124,2.136,2.930,0.854,81.16
0.433,-0.037,-0.960,2.197,3.357,0.671,81.16
0.351,-0.086,-1.079,1.526,2.014,0.854,81.16
0.359,-0.066,-1.242,1.892,2.136,1.038,81.16
0.328,0.057,-1.048,2.197,3.052,1.221,81.16
0.242,0.163,-1.038,1.831,3.540,0.916,81.16
0.155,0.136,-0.901,2.014,4.211,0.793,81.16
0.213,-0.004,-0.751,1.526,5.066,1.099,81.16
0.122,-0.073,-0.549,0.488,3.418,0.916,81.16
0.194,-0.032,-1.005,1.099,0.244,0.305,81.16
0.209,0.052,-1.159,0.977,0.854,0.610,81.16
0.224,0.078,-0.662,1.892,3.784,1.099,81.16
0.223,0.114,-0.952,2.258,2.258,1.099,81.16
0.216,0.099,-1.173,1.221,1.526,0.977,81.16
0.250,0.092,-1.140,0.000,2.136,0.610,81.16
0.361,0.022,-1.153,-0.610,2.014,0.244,81.16
0.401,-0.055,-0.978,0.488,2.930,0.793,81.16
0.455,-0.120,-1.024,1.526,3.479,1.404,81.16
0.474,-0.006,-1.197,1.709,2.991,1.404,81.16
0.478,0.072,-1.172,2.197,4.150,1.526,81.16
0.464,0.046,-1.145,1.831,4.395,1.038,81.16
0.354,0.013,-1.046,0.000,3.784,0.549,81.16
0.306,-0.010,-1.147,0.427,2.197,0.793,81.16
0.393,-0.024,-1.261,1.099,2.258,0.977,81.16
0.296,0.009,-1.148,1.099,5.249,1.038,81.16
0.180,0.028,-0.836,1.953,6.287,1.038,81.16
0.249,-0.077,-1.029,1.038,4.150,0.732,81.16
0.267,-0.092,-0.943,0.793,3.845,0.610,81.16
0.216,0.032,-1.019,1.404,3.540,0.793,81.16
0.295,0.131,-1.103,1.404,2.808,0.549,81.16
0.367,0.017,-1.088,0.061,3.479,0.305,81.16
0.314,-0.061,-1.008,0.549,3.540,0.488,81.16
0.295,-0.057,-1.315,1.282,3.052,0.488,81.16
0.292,0.032,-1.378,1.404,2.991,0.793,81.16
0.316,0.087,-1.393,1.953,4.028,0.671,81.16
0.391,0.078,-1.167,1.038,5.066,0.732,81.09
0.430,0.011,-0.974,0.183,5.493,0.366,81.09
0.408,0.029,-0.933,0.549,5.493,0.854,81.09
0.393,0.063,-0.835,0.610,4.883,0.610,81.09
0.374,0.001,-0.945,0.549,2.869,0.122,81.09
0.311,0.029,-1.201,0.488,0.977,0.305,81.09
0.163,0.111,-1.281,0.854,0.671,0.671,81.09
0.184,0.216,-1.669,0.610,0.427,0.366,81.09
0.104,0.309,-1.582,-15.259,1.892,-0.183,81.09
0.042,0.182,-1.396,-1.404,4.761,-0.732,81.09
0.052,0.091,-1.124,-1.953,5.249,-0.671,81.09
0.124,0.051,-1.073,-2.014,4.150,-0.061,81.09
0.253,0.112,-1.126,-1.831,5.127,0.366,81.09
0.369,0.103,-0.801,-1.038,7.080,0.793,81.09
0.491,0.005,-0.594,-1.648,6.714,0.854,81.09
0.639,-0.046,-0.569,-1.526,5.005,0.916,81.09
0.705,-0.050,-0.629,-1.648,3.174,0.732,81.09
0.601,-0.065,-0.957,-2.197,2.075,0.244,81.09
0.452,-0.025,-1.009,-1.160,1.648,0.061,81.09
0.399,0.036,-1.143,-0.854,1.648,0.244,81.09
0.364,-0.020,-1.199,-0.916,3.479,0.000,81.09
0.229,-0.086,-1.136,-1.343,4.944,0.183,81.09
0.100,-0.080,-1.203,-0.488,4.944,0.305,81.09
0.151,0.053,-1.293,0.671,4.272,0.244,81.09
0.153,0.097,-1.272,0.000,3.296,-0.549,81.09
0.122,0.026,-1.253,-1.953,3.357,-0.732,81.09
0.109,-0.037,-1.232,-2.136,4.028,-0.793,81.09
0.111,-0.032,-1.228,-1.709,3.540,-0.427,81.09
0.178,0.001,-0.971,-1.953,4.395,-0.549,81.09
0.169,0.025,-0.953,-1.709,3.845,-0.122,81.09
0.326,0.057,-1.080,-0.916,3.296,0.061,81.09
0.384,0.097,-0.923,-0.488,4.150,0.305,81.09
0.396,0.075,-0.868,-1.099,3.052,0.183,81.09
0.360,0.033,-1.110,-1.343,1.099,0.305,81.09
0.355,0.041,-1.255,-1.770,1.282,-0.122,81.09
0.238,0.030,-1.062,-1.282,2.075,-0.183,81.09
0.221,0.023,-1.143,-1.038,1.404,0.366,81.09
0.253,0.014,-1.139,-0.366,1.404,0.427,81.09
0.212,-0.037,-1.019,-0.671,2.686,0.244,81.09
0.114,0.026,-0.900,-0.122,3.601,0.427,81.09
0.145,0.104,-1.036,0.671,2.502,0.366,81.09
0.266,0.004,-1.093,-1.099,1.648,-0.061,81.09
0.279,-0.158,-1.008,-1.648,1.892,0.000,81.09
0.290,-0.131,-0.989,-0.244,2.075,0.305,81.09
0.380,0.007,-1.082,0.732,2.502,0.488,81.09
0.341,0.068,-0.928,-0.061,2.625,0.366,81.09
0.239,0.030,-0.902,-0.732,1.587,-0.061,81.09
0.200,-0.009,-0.944,-0.671,0.854,-0.183,81.09
0.209,-0.035,-0.938,-0.916,0.000,-0.122,81.09
0.190,0.020,-1.077,-1.038,-0.671,-0.061,81.09
0.178,0.069,-1.107,-0.671,-0.122,-0.183,81.09
0.243,0.079,-1.060,-0.549,1.160,-0.122,81.09
0.247,0.072,-0.983,-1.221,2.563,0.305,81.09
0.096,0.121,-0.794,-0.671,2.808,0.061,81.09
0.097,0.135,-1.012,-0.854,0.244,-0.244,81.09
0.192,0.135,-1.122,-2.136,-1.221,-0.427,81.09
0.251,0.099,-1.091,-2.747,-0.977,-0.793,81.09
0.268,0.001,-1.008,-2.014,0.244,-0.366,81.09
